time_s,time_us,time_steady,num_ch,svid_0,flags_0,quality_0,cno_0,svid_1,flags_1,quality_1,cno_1,svid_2,flags_2,quality_2,cno_2,svid_3,flags_3,quality_3,cno_3,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude,baro_pressure
1656911650,363000,4995184,15,25,12,4,27,6,4,4,19,11,4,4,18,5,4,0,0,255,11,0,2022-07-04T08:14:10,2285,38.08938333333333,2284211,38.07018333333333,14111.324370241007,13924.832414553475
1656911651,332000,4996153,15,25,12,4,27,11,4,4,18,4,4,1,0,5,4,0,0,27,11,0,2022-07-04T08:14:11,2286,38.105533333333334,2285180,38.08633333333333,14115.41398473707,13915.897071834845
1656911652,290000,4997111,12,25,12,4,28,11,4,4,19,5,4,1,0,6,4,4,16,51,11,0,2022-07-04T08:14:12,2287,38.1215,2286138,38.1023,14119.29452359714,13907.420981672636
1656911653,310000,4998131,13,25,12,4,28,11,4,4,20,5,4,1,0,6,4,4,16,80,11,0,2022-07-04T08:14:13,2288,38.1385,2287158,38.119299999999996,14123.659044705259,13897.893400549956
1656911654,330000,4999151,14,25,12,4,28,11,4,4,24,5,4,1,0,6,4,4,15,109,11,0,2022-07-04T08:14:14,2289,38.155499999999996,2288178,38.1363,14129.013751822917,13886.217066666668
1656911655,350000,5000171,15,12,12,4,28,25,12,4,28,5,4,1,0,6,4,4,18,138,11,0,2022-07-04T08:14:15,2290,38.1725,2289198,38.153299999999994,14135.390854973539,13872.320073380322
1656911656,371000,5001192,16,12,12,4,28,14,4,2,28,25,12,4,28,6,4,4,18,167,11,0,2022-07-04T08:14:16,2291,38.18951666666667,2290219,38.170316666666665,14140.880983930492,13860.368932510566
1656911657,391000,5002212,17,12,12,4,27,25,12,4,27,5,4,1,0,6,4,4,19,196,11,0,2022-07-04T08:14:17,2292,38.206516666666666,2291239,38.18731666666667,14146.579447470893,13847.978864000777
1656911658,361000,5003182,17,12,12,4,27,25,12,4,27,5,4,1,0,6,4,4,18,224,11,0,2022-07-04T08:14:18,2293,38.22268333333333,2292209,38.20348333333333,14151.697934207494,13836.851389676689
1656911659,382000,5004203,17,12,12,4,28,25,12,4,26,5,4,1,0,6,4,4,19,253,11,0,2022-07-04T08:14:19,2294,38.2397,2293230,38.2205,14155.334955499004,13828.954210282061
1656911660,402000,5005223,18,12,12,4,27,25,12,4,27,15,4,2,19,6,4,4,19,26,11,0,2022-07-04T08:14:20,2295,38.2567,2294250,38.2375,14158.901103515625,13821.212857142857
1656911661,372000,5006193,17,25,12,4,28,11,4,4,23,5,4,1,0,6,4,4,20,54,11,0,2022-07-04T08:14:21,2296,38.272866666666665,2295220,38.25366666666666,14162.095493706596,13814.284285714286
1656911662,343000,5007164,17,25,12,4,29,11,4,4,25,5,4,1,0,6,4,4,22,82,11,0,2022-07-04T08:14:22,2297,38.289049999999996,2296191,38.26985,14165.443331851215,13807.026618558106
1656911663,364000,5008185,17,12,12,4,29,25,12,4,29,13,0,3,23,6,4,4,22,111,11,0,2022-07-04T08:14:23,2298,38.306066666666666,2297212,38.28686666666667,14169.550330115719,13798.127131072411
1656911664,384000,5009205,17,12,12,4,29,25,12,4,27,13,0,3,21,6,4,4,22,140,11,0,2022-07-04T08:14:24,2299,38.32306666666667,2298232,38.303866666666664,14174.628185301686,13787.133798283263
1656911668,365000,5013186,18,12,12,4,29,25,12,4,28,18,4,2,21,6,4,4,21,254,11,0,2022-07-04T08:14:28,2303,38.38941666666666,2302213,38.37021666666667,14193.941494455645,13745.3935483871
1656911669,385000,5014206,18,12,12,4,29,25,12,4,29,5,4,1,0,6,4,4,23,27,11,0,2022-07-04T08:14:29,2304,38.40641666666667,2303233,38.38721666666667,14197.441254833753,13737.841988365943
1656911670,405000,5015226,18,12,12,4,30,25,12,4,29,17,4,3,22,6,4,4,23,56,11,0,2022-07-04T08:14:30,2305,38.42341666666667,2304253,38.40421666666667,14201.794107986112,13728.459377777777
1656911671,375000,5016197,18,12,12,4,30,25,12,4,29,17,4,3,18,6,4,4,24,84,11,0,2022-07-04T08:14:31,2306,38.43958333333333,2305224,38.4204,14205.497017143103,13720.481576535289
1656911672,396000,5017217,18,12,12,4,31,25,12,4,29,17,4,3,10,6,4,4,24,113,11,0,2022-07-04T08:14:32,2307,38.4566,2306244,38.437400000000004,14209.52609307691,13711.807367795602
1656911673,366000,5018187,18,25,12,4,27,12,12,4,24,27,4,3,22,6,4,4,22,141,11,0,2022-07-04T08:14:33,2308,38.472766666666665,2307214,38.45356666666667,14213.811020707999,13702.585739750446
1656911678,364000,5023185,16,12,12,4,26,25,12,4,26,5,4,1,0,6,4,3,14,28,11,0,2022-07-04T08:14:38,2313,38.556066666666666,2312212,38.53686666666667,14232.888938000535,13661.611750811928
1656911679,333000,5024154,16,12,12,4,28,25,12,4,27,5,4,1,0,6,4,4,13,56,11,0,2022-07-04T08:14:39,2314,38.57221666666667,2313181,38.553016666666664,14236.654114275334,13653.538337758468
1656911680,351000,5025173,16,12,12,4,28,25,12,4,27,5,4,1,0,6,4,4,16,85,11,0,2022-07-04T08:14:40,2315,38.58918333333334,2314200,38.57,14241.43365189275,13643.30018505109
1656911681,371000,5026192,16,12,12,4,28,25,12,4,27,5,4,1,0,6,4,4,19,114,11,0,2022-07-04T08:14:41,2316,38.606183333333334,2315219,38.586983333333336,14246.222579564426,13633.041918094777
1656911682,338000,5027160,16,12,12,4,27,25,12,4,27,5,4,1,0,6,4,4,20,142,11,0,2022-07-04T08:14:42,2317,38.6223,2316187,38.603116666666665,14251.38918990134,13621.993045897078
1656911683,356000,5028177,16,25,12,4,28,11,4,4,18,5,4,1,0,6,4,4,19,171,11,0,2022-07-04T08:14:43,2318,38.63926666666667,2317204,38.620066666666666,14256.907430839274,13610.194251274917
1656911684,374000,5029195,16,25,12,4,28,11,4,4,17,5,4,1,0,6,4,4,19,199,11,0,2022-07-04T08:14:44,2319,38.65623333333333,2318222,38.637033333333335,14260.65766400812,13602.182917477734
1656911685,341000,5030163,16,25,12,4,27,12,12,4,19,5,4,1,0,6,4,4,18,226,11,0,2022-07-04T08:14:45,2320,38.67235,2319190,38.65316666666667,14263.589641217468,13595.92334873607
1656911686,360000,5031181,16,25,12,4,27,11,4,4,20,12,12,4,20,6,4,4,18,254,11,0,2022-07-04T08:14:46,2321,38.68933333333334,2320208,38.67013333333333,14266.186304712983,13590.383799945637
1656911687,328000,5032149,16,25,12,3,29,11,4,4,22,12,12,4,22,6,4,4,20,25,11,0,2022-07-04T08:14:47,2322,38.705466666666666,2321176,38.68626666666667,14268.522780448719,13585.39794871795
1656911688,346000,5033167,16,25,12,3,29,11,4,4,21,5,4,1,0,6,4,4,19,53,11,0,2022-07-04T08:14:48,2323,38.722433333333335,2322194,38.70323333333333,14272.15844750304,13577.647649918961
1656911689,363000,5034185,16,25,12,3,29,11,4,3,20,5,4,1,0,6,4,4,20,81,11,0,2022-07-04T08:14:49,2324,38.73938333333333,2323212,38.7202,14276.940705367491,13567.459970269698
1656911690,331000,5035152,16,25,12,3,28,11,4,3,19,5,4,1,0,6,4,4,19,108,11,0,2022-07-04T08:14:50,2325,38.75551666666667,2324179,38.73631666666667,14281.767306247013,13557.181779571034
1656911691,349000,5036170,16,25,12,3,28,26,4,2,24,5,4,1,0,6,4,4,18,136,11,0,2022-07-04T08:14:51,2326,38.772483333333334,2325197,38.753283333333336,14286.42844231365,13547.266912181303
1656911692,366000,5037188,16,25,12,3,27,12,12,4,23,5,4,1,0,6,4,4,17,164,11,0,2022-07-04T08:14:52,2327,38.789433333333335,2326215,38.770250000000004,14290.930250724252,13537.694185408667
1656911693,334000,5038155,16,25,12,3,27,11,4,4,20,5,4,1,0,6,4,4,17,191,11,0,2022-07-04T08:14:53,2328,38.805566666666664,2327182,38.786366666666666,14294.68038786084,13529.729292375207
1656911694,352000,5039173,16,25,12,3,27,11,4,4,19,5,4,1,0,6,4,4,16,219,11,0,2022-07-04T08:14:54,2329,38.82253333333333,2328200,38.80333333333333,14298.680028570985,13521.236802114305
1656911695,370000,5040192,16,25,12,3,28,11,4,4,18,5,4,1,0,6,4,4,17,248,11,0,2022-07-04T08:14:55,2330,38.8395,2329219,38.82031666666667,14302.800440953295,13512.492831185993
1656911703,965000,5049786,18,12,12,4,31,25,12,4,29,13,0,3,25,6,4,3,22,227,11,0,2022-07-04T08:15:03,2338,38.98275,2338813,38.98021666666667,14364.801736723017,13381.640779072608
1656911705,255000,5051076,18,12,12,4,31,25,12,4,29,13,0,3,21,6,4,4,21,4,11,0,2022-07-04T08:15:05,2340,39.00425,2340103,39.00171666666667,14365.446505160471,13380.320547067002
1656911706,491000,5052313,18,12,12,4,31,25,12,4,29,31,4,2,20,6,4,4,20,36,11,0,2022-07-04T08:15:06,2341,39.02485,2341340,39.022333333333336,14385.00307901526,13339.247131060072
1656911707,715000,5053536,17,25,12,4,29,11,4,4,26,12,12,4,26,6,4,4,19,68,11,0,2022-07-04T08:15:07,2342,39.04525,2342563,39.04271666666667,14385.578844784168,13338.041437507183
1656911708,873000,5054694,16,2,4,4,28,25,12,4,28,12,12,4,25,6,4,4,22,98,11,0,2022-07-04T08:15:08,2343,39.064550000000004,2343721,39.062016666666665,14386.123564359656,13336.90075684195
1656911709,813000,5055634,16,12,12,4,30,11,4,4,27,25,12,4,27,6,4,4,22,124,11,0,2022-07-04T08:15:09,2344,39.080216666666665,2344661,39.07768333333333,14386.565737417477,13335.974815714731
1656911710,752000,5056573,16,2,4,4,29,12,12,4,29,25,12,4,28,6,4,4,22,151,11,0,2022-07-04T08:15:10,2345,39.095866666666666,2345600,39.093333333333334,14387.007440078429,13335.049859631265
1656911711,691000,5057512,16,2,4,4,29,11,4,4,29,12,12,4,28,25,12,4,28,178,11,0,2022-07-04T08:15:11,2346,39.11151666666667,2346539,39.108983333333335,14387.44914273938,13334.1249035478
1656911712,580000,5058401,16,2,4,4,30,11,4,4,30,25,12,4,28,6,4,4,25,204,11,0,2022-07-04T08:15:12,2347,39.126333333333335,2347428,39.123799999999996,14390.179119822697,13328.410999083411
1656911713,469000,5059291,16,2,4,4,31,11,4,4,30,25,12,4,29,6,4,4,26,230,11,0,2022-07-04T08:15:13,2348,39.14115,2348318,39.13863333333334,14394.580307384296,13319.20695230396
1656911714,358000,5060180,16,2,4,4,30,11,4,4,30,12,12,4,28,25,12,4,28,0,11,0,2022-07-04T08:15:14,2349,39.15596666666667,2349207,39.15345,14399.316578187336,13309.306914893614
1656911715,249000,5061071,16,2,4,4,30,11,4,4,29,25,12,4,28,6,4,4,28,22,11,0,2022-07-04T08:15:15,2350,39.17081666666666,2350098,39.1683,14402.720680269282,13302.197872340426
1656911716,132000,5061953,16,2,4,4,30,11,4,4,29,12,12,4,28,6,4,4,29,48,11,0,2022-07-04T08:15:16,2351,39.18553333333333,2350980,39.183,14408.270090704451,13290.6163596168
1656911717,46000,5062867,16,2,4,4,30,11,4,4,29,25,12,4,29,6,4,4,30,74,11,0,2022-07-04T08:15:17,2352,39.20076666666667,2351894,39.19823333333333,14413.412445758802,13279.890271493214
1656911717,918000,5063740,16,2,4,4,29,25,12,4,28,12,12,4,25,6,4,4,29,99,11,0,2022-07-04T08:15:17,2352,39.2153,2352767,39.21278333333333,14417.5540594731,13271.259049773755
1656911718,801000,5064623,16,2,4,4,29,25,12,4,28,12,12,4,25,6,4,4,29,125,11,0,2022-07-04T08:15:18,2353,39.230016666666664,2353650,39.2275,14422.330688055816,13261.316482545295
1656911719,681000,5065503,16,6,4,4,28,2,4,4,27,11,4,4,27,12,12,4,26,151,11,0,2022-07-04T08:15:19,2354,39.244683333333334,2354530,39.24216666666667,14427.188834045653,13251.206009721607
1656911720,618000,5066439,16,6,4,4,27,2,4,4,27,11,4,4,27,12,12,4,26,174,11,0,2022-07-04T08:15:20,2355,39.2603,2355466,39.25776666666666,14431.102904356949,13243.062121579074
1656911721,488000,5067309,16,12,12,4,27,2,4,4,27,11,4,4,26,25,12,4,25,200,11,0,2022-07-04T08:15:21,2356,39.2748,2356336,39.27226666666666,14432.370939661729,13240.428311939937
1656911723,357000,5068179,16,25,12,4,27,2,4,4,27,12,12,4,26,29,4,3,21,226,11,0,2022-07-04T08:15:23,2358,39.30595,2357206,39.28676666666667,14441.471551642271,13221.526094003242
1656911724,376000,5069198,16,11,4,4,27,2,4,4,27,25,12,4,27,29,4,3,22,255,11,0,2022-07-04T08:15:24,2359,39.32293333333334,2358225,39.30375,14447.059796111695,13209.934994161149
1656911725,345000,5070166,16,25,12,4,27,2,4,4,26,12,12,4,24,29,4,3,21,27,11,0,2022-07-04T08:15:25,2360,39.33908333333333,2359193,39.31988333333334,14452.519958899984,13198.619307123396
1656911726,364000,5071185,16,25,12,4,27,2,4,4,27,12,12,4,24,29,4,3,22,56,11,0,2022-07-04T08:15:26,2361,39.35606666666667,2360212,39.336866666666666,14457.636922881538,13188.020725019585
1656911727,332000,5072154,16,25,12,4,27,2,4,4,27,12,12,4,24,29,4,3,19,84,11,0,2022-07-04T08:15:27,2362,39.3722,2361181,39.35301666666667,14461.97524209366,13179.041921808765
1656911728,352000,5073174,16,25,12,4,28,2,4,4,27,11,4,4,26,12,12,4,25,113,11,0,2022-07-04T08:15:28,2363,39.389199999999995,2362201,39.370016666666665,14466.624148785253,13169.432878002828
1656911729,372000,5074194,16,25,12,4,28,2,4,4,26,11,4,4,24,12,12,4,23,142,11,0,2022-07-04T08:15:29,2364,39.4062,2363221,39.38701666666667,14471.273055476844,13159.823834196894
1656911730,341000,5075163,16,25,12,4,27,2,4,4,24,11,4,4,24,12,12,4,20,170,11,0,2022-07-04T08:15:30,2365,39.42235,2364190,39.40316666666667,14475.305059375,13151.495200000001
1656911731,358000,5076180,16,25,12,4,28,120,16,3,28,11,4,4,23,12,12,4,21,199,11,0,2022-07-04T08:15:31,2366,39.4393,2365207,39.420116666666665,14479.909086327767,13141.994317140236
1656911732,326000,5077148,16,25,12,4,28,2,4,4,24,4,4,1,0,5,4,1,0,227,11,0,2022-07-04T08:15:32,2367,39.45543333333333,2366175,39.43625,14485.445522330923,13130.578550295857
1656911733,345000,5078167,16,25,12,4,28,2,4,4,24,29,4,3,22,5,4,1,0,0,11,0,2022-07-04T08:15:33,2368,39.47241666666666,2367194,39.45323333333333,14492.029341297037,13117.011982248521
1656911734,366000,5079187,16,25,12,4,28,2,4,4,24,29,4,3,21,5,4,1,0,29,11,0,2022-07-04T08:15:34,2369,39.48943333333333,2368214,39.47023333333333,14497.254917836637,13106.258114469772
1656911735,336000,5080158,16,12,12,4,27,25,12,4,27,29,4,3,18,5,4,1,0,57,11,0,2022-07-04T08:15:35,2370,39.505599999999994,2369185,39.48641666666666,14501.967043850806,13096.566182795703
1656911736,356000,5081178,16,12,12,4,29,25,12,4,27,4,4,1,0,5,4,1,0,86,11,0,2022-07-04T08:15:36,2371,39.522600000000004,2370205,39.503416666666666,14506.504090221775,13087.243602150535
1656911737,376000,5082198,16,12,12,4,29,2,4,4,27,25,12,4,27,5,4,1,0,114,11,0,2022-07-04T08:15:37,2372,39.5396,2371225,39.52041666666666,14510.705281787348,13078.616816532574
1656911738,349000,5083171,16,12,12,4,29,2,4,4,28,25,12,4,27,5,4,1,0,141,11,0,2022-07-04T08:15:38,2373,39.55581666666667,2372198,39.536633333333334,14514.445204968744,13070.942104432876
1656911739,372000,5084194,16,11,4,4,29,2,4,4,32,12,12,4,29,25,12,4,28,169,11,0,2022-07-04T08:15:39,2374,39.57286666666666,2373221,39.55368333333333,14519.723420447655,13060.118027485854
1656911740,343000,5085165,16,11,4,4,30,2,4,4,33,12,12,4,29,25,12,4,29,196,11,0,2022-07-04T08:15:40,2375,39.58905,2374192,39.56986666666667,14524.5283125,13050.269333333334
1656911741,366000,5086188,16,11,4,4,30,2,4,4,31,25,12,4,29,22,4,3,22,224,11,0,2022-07-04T08:15:41,2376,39.6061,2375215,39.58691666666667,14528.90504695293,13041.307980049874
1656911742,339000,5087161,16,11,4,4,30,2,4,4,31,12,12,4,29,25,12,4,29,251,11,0,2022-07-04T08:15:42,2377,39.62231666666666,2376188,39.60313333333333,14535.131077335956,13028.569201995013
1656911743,359000,5088181,16,6,4,4,28,12,12,4,27,25,12,4,27,22,4,3,20,23,11,0,2022-07-04T08:15:43,2378,39.639316666666666,2377208,39.620133333333335,14541.79333644701,13014.956086956523
1656911744,328000,5089150,16,6,4,4,27,2,4,4,26,11,4,3,26,12,12,4,26,50,11,0,2022-07-04T08:15:44,2379,39.65546666666667,2378177,39.63628333333334,14548.189427649457,13001.895652173913
1656911745,347000,5090169,16,6,4,4,27,2,4,4,27,11,4,3,26,12,12,3,26,78,11,0,2022-07-04T08:15:45,2380,39.672450000000005,2379196,39.65326666666667,14553.829919433596,12990.382291666663
1656911746,316000,5091138,15,12,12,3,26,2,4,4,26,25,12,4,26,20,4,2,25,105,11,0,2022-07-04T08:15:46,2381,39.688599999999994,2380165,39.66941666666666,14557.295703124999,12983.316666666668
1656911747,337000,5092158,14,12,12,3,27,25,12,4,27,14,4,3,26,6,4,4,23,134,11,0,2022-07-04T08:15:47,2382,39.705616666666664,2381185,39.686416666666666,14561.537764593837,12974.674610449129
1656911748,306000,5093128,14,25,12,4,28,29,4,3,28,5,4,0,0,6,4,4,24,162,11,0,2022-07-04T08:15:48,2383,39.72176666666667,2382155,39.70258333333334,14566.337138734534,12964.904674610447
1656911749,325000,5094147,15,2,4,4,27,25,12,4,27,5,4,3,28,12,12,3,26,191,11,0,2022-07-04T08:15:49,2384,39.738749999999996,2383174,39.719566666666665,14571.74817523427,12953.895640686926
1656911750,344000,5095166,16,2,4,4,28,25,12,4,28,5,4,3,26,6,4,4,25,220,11,0,2022-07-04T08:15:50,2385,39.75573333333333,2384193,39.73655,14578.371554295329,12940.434610303828
1656911751,365000,5096187,16,25,12,4,28,11,4,4,26,5,4,3,25,6,4,4,26,249,11,0,2022-07-04T08:15:51,2386,39.772749999999995,2385214,39.753566666666664,14584.241390019295,12928.520891364902
1656911752,334000,5097156,16,25,12,4,28,11,4,4,25,5,4,3,24,6,4,4,25,21,11,0,2022-07-04T08:15:52,2387,39.7889,2386183,39.76971666666667,14589.563716849467,12917.724233983286
1656911753,354000,5098176,16,25,12,4,28,11,4,4,24,5,4,3,24,6,4,4,24,50,11,0,2022-07-04T08:15:53,2388,39.805899999999994,2387203,39.78671666666666,14595.358221859611,12905.981479498983
1656911754,372000,5099194,16,25,12,4,28,11,4,4,22,5,4,3,24,6,4,4,24,79,11,0,2022-07-04T08:15:54,2389,39.82286666666666,2388221,39.80368333333333,14601.277727433157,12893.993469649933
1656911755,340000,5100162,16,25,12,4,28,11,4,4,19,5,4,3,22,6,4,4,21,107,11,0,2022-07-04T08:15:55,2390,39.839000000000006,2389189,39.81981666666666,14605.752669823645,12884.938994121489
1656911756,359000,5101181,16,12,12,4,28,25,12,4,27,29,4,3,26,6,4,4,18,136,11,0,2022-07-04T08:15:56,2391,39.855983333333334,2390208,39.836800000000004,14610.282382669282,12875.78038496792
1656911757,380000,5102202,16,12,12,4,29,25,12,4,27,5,4,4,29,29,4,3,26,165,11,0,2022-07-04T08:15:57,2392,39.873000000000005,2391229,39.85381666666667,14615.9617652956,12864.308707607697
1656911758,339000,5103161,16,12,12,4,32,25,12,4,28,5,4,4,26,29,4,3,26,189,11,0,2022-07-04T08:15:58,2393,39.888983333333336,2392188,39.869800000000005,14622.057322518045,12852.002566452795
1656911759,359000,5104181,16,12,12,4,32,29,4,3,32,31,4,3,27,6,4,4,21,218,11,0,2022-07-04T08:15:59,2394,39.90598333333333,2393208,39.8868,14630.148875188628,12835.693636072916
1656911760,332000,5105154,16,2,4,4,28,11,4,4,27,25,12,4,27,31,4,3,24,246,11,0,2022-07-04T08:16:00,2395,39.9222,2394181,39.903016666666666,14636.640714110756,12822.625175479647
1656911761,355000,5106177,16,2,4,4,28,11,4,4,27,12,12,4,26,25,12,4,26,19,11,0,2022-07-04T08:16:01,2396,39.93925,2395204,39.92006666666667,14643.064476887868,12809.70004679457
1656911762,378000,5107200,16,2,4,4,29,11,4,4,29,12,12,4,28,25,12,4,27,48,11,0,2022-07-04T08:16:02,2397,39.956300000000006,2396227,39.93711666666666,14649.468377595644,12796.83142389525
1656911763,347000,5108169,16,2,4,4,28,11,4,4,28,12,12,4,27,25,12,4,27,76,11,0,2022-07-04T08:16:03,2398,39.97245,2397196,39.953266666666664,14655.523491842268,12784.67266775777
1656911764,365000,5109187,16,25,12,4,27,11,4,4,26,12,12,4,25,6,4,4,25,105,11,0,2022-07-04T08:16:04,2399,39.98941666666666,2398214,39.97023333333333,14659.519408170841,12776.653925619836
1656911765,333000,5110155,16,25,12,4,28,11,4,4,25,5,4,4,22,6,4,4,26,133,11,0,2022-07-04T08:16:05,2400,40.00555,2399182,39.98636666666666,14663.637348943992,12768.39795436664
1656911766,354000,5111176,16,12,12,4,27,25,12,4,27,31,4,4,22,6,4,4,26,162,11,0,2022-07-04T08:16:06,2401,40.02256666666666,2400203,40.00338333333333,14669.475136487825,12756.702800248915
1656911767,375000,5112197,16,12,12,4,27,25,12,4,27,31,4,4,24,6,4,4,25,191,11,0,2022-07-04T08:16:07,2402,40.03958333333333,2401224,40.0204,14676.46021276544,12742.7252022402
1656911768,345000,5113167,16,25,12,4,28,31,4,4,26,5,4,4,24,6,4,4,22,219,11,0,2022-07-04T08:16:08,2403,40.055749999999996,2402194,40.036566666666666,14682.161130804416,12731.326731601734
1656911769,364000,5114186,16,25,12,4,27,31,4,4,27,12,12,4,26,6,4,4,23,248,11,0,2022-07-04T08:16:09,2404,40.07273333333333,2403213,40.05355,14687.405419921875,12720.85
1656911770,333000,5115155,16,31,4,4,28,11,4,4,25,12,12,4,25,20,4,3,25,20,11,0,2022-07-04T08:16:10,2405,40.088883333333335,2404182,40.0697,14692.988663744678,12709.709744560076
1656911771,352000,5116174,16,31,4,4,29,20,4,3,26,25,12,4,26,6,4,4,24,49,11,0,2022-07-04T08:16:11,2406,40.105866666666664,2405201,40.08668333333333,14698.815122624337,12698.090105900154
1656911772,371000,5117193,16,29,4,4,29,31,4,4,29,20,4,3,25,6,4,4,25,78,11,0,2022-07-04T08:16:12,2407,40.12285,2406220,40.10366666666666,14702.529423872447,12690.690408472012
1656911773,340000,5118162,16,25,12,4,28,4,4,2,28,29,4,4,28,31,4,4,26,106,11,0,2022-07-04T08:16:13,2408,40.139,2407189,40.119816666666665,14705.866712197812,12684.043446379468
1656911774,360000,5119182,16,25,12,4,31,29,4,4,31,31,4,4,28,6,4,4,25,135,11,0,2022-07-04T08:16:14,2409,40.156,2408209,40.13681666666666,14709.87300623711,12676.069844179652
1656911775,379000,5120201,16,25,12,4,29,29,4,4,29,31,4,4,28,6,4,4,24,164,11,0,2022-07-04T08:16:15,2410,40.172983333333335,2409228,40.153800000000004,14715.598207924319,12664.687143761877
1656911776,350000,5121172,16,25,12,4,29,29,4,4,29,31,4,4,28,6,4,4,24,192,11,0,2022-07-04T08:16:16,2411,40.189166666666665,2410199,40.169983333333334,14722.2328147795,12651.509725866283
1656911777,369000,5122191,16,29,4,4,29,31,4,4,25,12,12,4,24,6,4,4,24,221,11,0,2022-07-04T08:16:17,2412,40.20615,2411218,40.18696666666666,14728.854713483239,12638.358585192027
1656911778,338000,5123160,16,29,4,4,30,2,4,4,27,12,12,4,25,5,4,4,24,249,11,0,2022-07-04T08:16:18,2413,40.222300000000004,2412187,40.203116666666666,14732.079364874786,12631.964233865645
1656911779,359000,5124182,16,29,4,4,30,2,4,4,26,12,12,4,24,5,4,4,24,22,11,0,2022-07-04T08:16:19,2414,40.23931666666667,2413209,40.22015,14737.297008361618,12621.625635881637
1656911780,330000,5125152,16,25,12,4,29,29,4,4,29,31,4,4,29,5,4,4,23,50,11,0,2022-07-04T08:16:20,2415,40.2555,2414179,40.23631666666667,14743.349284908816,12609.63832319492
1656911781,350000,5126172,16,29,4,4,29,31,4,4,28,12,12,4,17,5,4,4,22,79,11,0,2022-07-04T08:16:21,2416,40.2725,2415199,40.25331666666667,14748.120971776543,12600.19637661994
1656911782,369000,5127192,16,29,4,4,30,31,4,4,26,5,4,4,22,6,4,4,23,108,11,0,2022-07-04T08:16:22,2417,40.28948333333334,2416219,40.270316666666666,14752.861853642731,12590.824931255727
1656911783,338000,5128160,16,29,4,4,32,11,4,4,24,5,4,4,24,6,4,4,23,136,11,0,2022-07-04T08:16:23,2418,40.30563333333334,2417187,40.286449999999995,14758.5237421875,12579.644
1656911784,360000,5129182,16,29,4,4,32,12,12,4,27,5,4,4,25,6,4,4,23,165,11,0,2022-07-04T08:16:24,2419,40.32266666666667,2418209,40.30348333333333,14765.284882293798,12566.299577493126
1656911785,331000,5130153,16,25,12,4,29,29,4,4,27,5,4,4,25,12,12,4,25,193,11,0,2022-07-04T08:16:25,2420,40.33885,2419180,40.31966666666666,14771.230871464964,12554.578029642544
1656911786,352000,5131174,16,25,12,4,28,29,4,4,27,5,4,4,24,31,4,4,24,222,11,0,2022-07-04T08:16:26,2421,40.355866666666664,2420201,40.33668333333333,14777.326979257501,12542.57517216707
1656911787,375000,5132197,16,25,12,4,28,29,4,4,28,31,4,4,25,5,4,4,22,250,11,0,2022-07-04T08:16:27,2422,40.37291666666667,2421224,40.35373333333334,14783.371066586871,12530.68088721939
1656911788,346000,5133169,16,25,12,4,28,29,4,4,27,5,4,4,24,31,4,4,24,21,11,0,2022-07-04T08:16:28,2423,40.3891,2422196,40.36993333333333,14787.344443714017,12522.863596102747
1656911793,348000,5138171,16,29,4,4,30,31,4,4,26,5,4,4,23,6,4,4,25,159,11,0,2022-07-04T08:16:33,2428,40.47246666666667,2427198,40.4533,14809.391032503858,12479.608230452675
1656911794,368000,5139191,16,29,4,4,30,25,12,4,24,31,4,4,24,6,4,4,25,187,11,0,2022-07-04T08:16:34,2429,40.489466666666665,2428218,40.470299999999995,14816.360614390433,12465.966255144032
1656911795,338000,5140160,16,29,4,4,30,31,4,4,25,5,4,4,23,6,4,4,26,214,11,0,2022-07-04T08:16:35,2430,40.505633333333336,2429187,40.48645,14822.414569223984,12454.121147165346
1656911796,358000,5141181,16,29,4,4,30,31,4,4,23,5,4,4,20,6,4,4,25,242,11,0,2022-07-04T08:16:36,2431,40.52263333333334,2430208,40.50346666666667,14827.430010590677,12444.319979303715
1656911797,330000,5142152,16,29,4,4,30,31,4,4,23,12,12,4,19,6,4,4,23,14,11,0,2022-07-04T08:16:37,2432,40.53883333333333,2431179,40.51965,14831.892537812204,12435.610322868954
1656911798,348000,5143170,16,29,4,4,29,31,4,4,24,12,12,4,19,6,4,4,23,43,11,0,2022-07-04T08:16:38,2433,40.5558,2432197,40.53661666666667,14836.5744282052,12426.473877176904
1656911799,368000,5144191,16,29,4,4,32,31,4,4,29,5,4,3,25,6,4,4,25,72,11,0,2022-07-04T08:16:39,2434,40.5728,2433218,40.55363333333333,14841.458256204885,12416.949587534373
1656911800,339000,5145162,16,29,4,4,31,31,4,4,27,5,4,3,24,6,4,4,27,100,11,0,2022-07-04T08:16:40,2435,40.58898333333333,2434189,40.56981666666666,14846.941720880357,12406.269477543538
1656911801,359000,5146181,16,29,4,4,31,31,4,4,25,5,4,3,24,6,4,4,26,129,11,0,2022-07-04T08:16:41,2436,40.605983333333334,2435208,40.586800000000004,14853.745338913228,12393.031327543426
1656911802,377000,5147199,16,29,4,4,30,31,4,4,25,5,4,3,24,6,4,4,24,158,11,0,2022-07-04T08:16:42,2437,40.622949999999996,2436226,40.603766666666665,14860.068279347372,12380.736611265005
